Name,Year,Draft Team,Pick,Team,Position,Height,Wingspan,Weight,Draft Age,Birthdate,Nation,G,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,BLK,STL,TO,PF,PTS,TS%,eFG%,3PAr,FTAr,USG%,AST/USG,AST/TO,PER,OWS/40,DWS/40,WS/40,OBPM,DBPM,BPM
Eric Bledsoe,2010,LAC,18,Kentucky,PG/SG,73.5,79.5,192,20.52,"Dec 9, 1989",USA,37.0,30.3,4.6,10.0,0.462,1.6,4.1,0.383,2.6,3.9,0.667,3.7,3.4,0.4,1.7,3.6,2.6,13.4,0.566,0.54,0.41,0.394,20.4,0.82,0.96,0.0,0.053,0.075,0.125,,,
Avery Bradley,2010,BOS,19,Texas,SG,75.25,79.25,180,19.55,"Nov 26, 1990",USA,34.0,29.5,5.7,13.2,0.432,1.5,4.0,0.375,1.3,2.4,0.545,3.5,2.5,0.6,1.6,1.9,2.9,14.2,0.496,0.489,0.304,0.179,20.4,0.61,1.37,0.0,0.064,0.064,0.128,,,
James Anderson,2010,SA,20,Oklahoma State,SG/SF,77.75,80.5,208,21.23,"Mar 25, 1989",USA,33.0,34.1,7.2,15.8,0.457,2.4,7.0,0.341,6.7,8.3,0.81,6.1,2.6,0.6,1.5,2.5,2.8,23.5,0.596,0.532,0.439,0.522,31.5,0.52,1.03,0.0,0.185,0.06,0.246,,,
Craig Brackins,2010,NO,21,Iowa State,PF,81.75,84.0,229,22.68,"Oct 9, 1987",USA,32.0,35.1,6.1,14.6,0.42,0.9,2.8,0.31,3.7,4.9,0.76,8.7,2.2,1.2,0.8,2.2,2.0,16.9,0.498,0.45,0.19,0.337,26.1,0.5,1.01,0.0,0.078,0.064,0.142,,,
Elliot Williams,2010,POR,22,Memphis,SG,76.0,,180,20.99,"Jun 20, 1989",USA,34.0,33.3,5.7,12.3,0.459,1.9,5.2,0.366,6.2,8.1,0.758,4.3,4.1,0.1,1.4,3.2,2.2,19.4,0.599,0.536,0.423,0.66,27.7,0.87,1.28,0.0,0.145,0.053,0.198,,,
Trevor Booker,2010,WAS,23,Clemson,PF,79.5,81.75,236,22.56,"Nov 25, 1987",USA,32.0,30.8,6.9,13.2,0.521,0.3,1.2,0.265,3.7,6.3,0.591,9.8,3.0,1.6,1.6,2.3,2.3,17.8,0.549,0.533,0.094,0.474,24.6,0.71,1.31,0.0,0.122,0.102,0.224,,,
Damion James,2010,BKN,24,Texas,SF,79.75,84.75,227,22.69,"Oct 7, 1987",USA,34.0,30.3,7.3,14.7,0.501,1.3,3.3,0.383,5.4,8.0,0.674,12.2,1.2,1.4,2.0,2.4,3.5,21.4,0.578,0.544,0.224,0.549,26.3,0.23,0.48,0.0,0.148,0.105,0.253,,,
Dominique Jones,2010,DAL,25,South Florida,SG,77.0,81.25,216,21.67,"Oct 15, 1988",USA,33.0,37.1,6.5,14.5,0.45,1.5,4.9,0.311,6.1,8.3,0.741,5.9,3.5,0.6,1.6,2.9,2.7,20.7,0.562,0.503,0.339,0.572,30.8,0.79,1.24,0.0,0.141,0.062,0.203,,,
Quincy Pondexter,2010,NO,26,Washington,SF,79.0,,215,22.27,"Mar 10, 1988",USA,36.0,32.3,7.6,14.4,0.528,0.6,1.6,0.353,5.8,7.0,0.827,8.2,2.0,0.7,1.4,2.1,2.8,21.5,0.608,0.547,0.11,0.487,25.6,0.44,0.93,0.0,0.179,0.069,0.251,,,
Jordan Crawford,2010,ATL,27,Xavier,SG,76.5,79.0,198,21.65,"Oct 23, 1988",USA,35.0,32.8,8.2,17.7,0.462,2.5,6.3,0.391,3.7,4.8,0.773,5.2,3.2,0.2,1.5,2.7,1.8,22.5,0.564,0.532,0.359,0.274,30.8,0.65,1.19,0.0,0.143,0.063,0.206,,,
Greivis Vasquez,2010,MEM,28,Maryland,PG/SG,78.5,79.0,211,23.41,"Jan 16, 1987",Venezuela,33.0,33.9,7.1,16.5,0.429,2.2,6.2,0.359,4.4,5.2,0.857,4.9,6.7,0.4,1.8,3.6,2.2,20.8,0.549,0.496,0.374,0.314,30.2,1.17,1.87,0.0,0.143,0.068,0.207,,,
Daniel Orton,2010,ORL,29,Kentucky,C,81.5,88.25,269,19.86,"Aug 6, 1990",USA,38.0,13.2,3.4,6.5,0.527,0.0,0.1,0.0,2.4,4.5,0.524,9.0,1.1,3.8,1.5,2.7,6.3,9.3,0.533,0.527,0.022,0.692,15.0,0.33,0.39,0.0,0.024,0.104,0.135,,,
Lazar Hayward,2010,MIN,30,Marquette,SF,77.75,84.75,226,23.55,"Nov 26, 1986",USA,34.0,32.3,7.3,16.9,0.432,2.1,6.1,0.349,3.5,4.2,0.843,8.4,1.7,0.6,2.1,2.2,3.8,20.2,0.536,0.495,0.362,0.247,31.6,0.35,0.78,0.0,0.117,0.08,0.197,,,
Tibor Pleiss,2010,OKC,31,Brose Baskets (Germany),C,85.0,,240,20.62,"Nov 2, 1989",Germany,5.0,20.0,5.4,12.2,0.441,0.0,0.0,0.0,4.0,4.3,0.917,10.8,0.4,1.8,1.1,2.9,4.3,14.8,0.516,0.441,0.0,0.353,,,0.12,,,,,,,
Dexter Pittman,2010,MIA,32,Texas,C,83.5,90.0,303,22.29,"Mar 2, 1988",USA,34.0,19.1,7.8,11.9,0.654,0.0,0.0,0.0,4.2,7.5,0.556,11.1,0.9,3.5,0.7,3.3,5.0,19.7,0.638,0.654,0.0,0.631,23.6,0.22,0.28,0.0,0.13,0.08,0.21,,,
Hassan Whiteside,2010,SAC,33,Marshall,C,83.5,91.0,227,21.01,"Jun 13, 1989",USA,34.0,26.1,6.8,12.9,0.524,0.1,0.2,0.6,4.5,7.6,0.588,12.3,0.4,7.4,0.8,2.6,3.3,18.1,0.548,0.528,0.016,0.586,25.8,0.09,0.16,0.0,0.09,0.112,0.202,,,
Armon Johnson,2010,POR,34,Nevada,PG,75.25,80.0,195,21.31,"Feb 23, 1989",USA,34.0,34.5,6.7,13.6,0.495,0.5,2.2,0.239,2.5,3.6,0.678,3.5,5.8,0.4,0.9,3.5,1.9,16.4,0.537,0.515,0.161,0.267,25.7,1.18,1.66,0.0,0.085,0.017,0.102,,,
Nemanja Bjelica,2010,MIN,35,Red Star Belgrade (Serbia),PF,82.0,,223,22.1,"May 9, 1988",Serbia,9.0,14.9,4.8,7.3,0.667,1.9,3.5,0.538,2.1,3.0,0.727,6.7,1.6,0.0,1.1,1.9,5.6,13.7,0.791,0.796,0.481,0.407,,,0.86,,,,,,,
Terrico White,2010,DET,36,Ole Miss,SG,77.0,81.0,203,20.28,"Mar 7, 1990",USA,35.0,31.5,6.3,14.6,0.43,2.0,5.8,0.341,2.8,3.9,0.714,5.2,1.7,0.2,1.0,1.5,2.0,17.3,0.526,0.498,0.4,0.266,23.9,0.38,1.16,0.0,0.109,0.044,0.149,,,
Darington Hobson,2010,MIL,37,New Mexico,SG/SF,78.5,81.25,204,22.71,"Sep 29, 1987",USA,35.0,33.6,5.9,13.5,0.44,1.2,3.3,0.361,4.0,6.1,0.653,9.9,4.9,0.5,1.3,3.2,2.1,17.0,0.52,0.484,0.246,0.453,26.9,1.09,1.54,0.0,0.102,0.075,0.177,,,
Andy Rautins,2010,NY,38,Syracuse,SG,77.0,79.0,192,23.62,"Nov 2, 1986",USA,35.0,32.5,4.1,9.4,0.438,3.1,7.6,0.407,2.1,2.6,0.815,3.7,5.4,0.3,2.2,3.1,2.4,13.4,0.632,0.603,0.811,0.273,18.4,1.3,1.74,0.0,0.102,0.074,0.172,,,
Landry Fields,2010,NY,39,Stanford,SG,79.0,,210,21.97,"Jun 27, 1988",USA,32.0,36.3,7.7,15.7,0.49,0.9,2.7,0.337,5.6,8.0,0.696,8.7,2.8,0.8,1.6,2.6,2.0,21.8,0.56,0.519,0.17,0.508,31.5,0.62,1.07,0.0,0.145,0.062,0.207,,,
Lance Stephenson,2010,IND,40,Cincinnati,SG,77.75,82.5,227,19.78,"Sep 5, 1990",USA,34.0,28.2,6.1,13.8,0.44,0.6,2.7,0.219,3.0,4.5,0.664,6.8,3.2,0.2,1.2,3.0,2.5,15.7,0.493,0.462,0.198,0.323,26.2,0.73,1.04,0.0,0.058,0.054,0.117,,,
Jarvis Varnado,2010,MIA,41,Mississippi State,PF/C,82.0,87.5,210,22.29,"Mar 1, 1988",USA,36.0,31.7,5.8,10.0,0.582,0.0,0.0,0.0,4.0,6.6,0.61,11.6,1.0,5.4,0.8,2.2,2.8,15.6,0.597,0.582,0.0,0.665,21.6,0.29,0.45,0.0,0.109,0.112,0.221,,,
Da'Sean Butler,2010,MIA,42,West Virginia,SF,79.0,,230,22.39,"Jan 25, 1988",USA,38.0,35.8,5.5,13.3,0.414,1.9,5.2,0.354,4.4,5.6,0.789,6.3,3.2,0.4,1.0,1.8,2.2,17.3,0.541,0.483,0.394,0.423,25.0,0.77,1.75,0.0,0.147,0.062,0.209,,,
Devin Ebanks,2010,LAL,43,West Virginia,SF,80.25,84.25,208,20.63,"Oct 28, 1989",USA,34.0,34.1,4.5,9.8,0.457,0.1,0.9,0.1,3.6,4.7,0.77,8.5,2.6,0.7,1.1,2.3,1.7,12.7,0.527,0.462,0.095,0.483,20.1,0.73,1.11,0.0,0.09,0.072,0.158,,,
Jerome Jordan,2010,NY,44,Tulsa,C,84.75,89.25,244,23.71,"Sep 29, 1986",Jamaica,35.0,29.8,6.4,11.6,0.549,0.0,0.0,0.0,5.9,8.6,0.688,10.9,1.5,2.8,0.6,2.7,3.4,18.6,0.595,0.549,0.0,0.746,26.0,0.38,0.56,0.0,0.13,0.088,0.215,,,
Paulao Prestes,2010,MIN,45,CB Murcia (Spain),C,83.0,,260,22.33,"Feb 15, 1998",Brazil,28.0,24.1,6.0,10.4,0.574,0.0,0.0,0.0,1.8,2.6,0.694,10.9,0.7,1.0,1.1,2.0,3.4,13.8,0.591,0.574,0.0,0.251,,,0.34,,,,,,,
Gani Lawal,2010,PHX,46,Georgia Tech,PF,81.0,84.0,233,21.61,"Nov 7, 1988",USA,36.0,25.8,6.7,12.6,0.529,0.0,0.0,0.0,4.9,8.6,0.572,11.8,0.6,1.9,0.6,3.0,2.9,18.2,0.547,0.529,0.003,0.683,26.1,0.13,0.19,0.0,0.082,0.095,0.176,,,
Tiny Gallon,2010,MIL,47,Oklahoma,PF/C,81.5,88.5,302,19.41,"Jan 18, 1991",USA,30.0,24.0,6.1,11.2,0.547,0.2,0.9,0.235,3.1,4.5,0.697,11.9,1.2,1.2,1.1,3.5,4.3,15.5,0.584,0.556,0.076,0.399,23.7,0.32,0.34,0.0,0.078,0.044,0.122,,,
Latavious Williams,2010,OKC,48,Tulsa 66ers,SF,80.0,,230,21.22,"Mar 29, 1989",USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Richards,2010,SA,49,CB Gran Canaria (Spain),PF/C,83.75,85.5,230,19.15,"Apr 24, 1991",United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Alabi,2010,TOR,50,Florida State,C,84.75,89.0,237,22.24,"Mar 21, 1988",Nigeria,32.0,25.6,5.8,10.9,0.534,0.0,0.0,0.0,4.7,6.0,0.794,8.7,0.7,3.3,0.9,2.7,3.3,16.4,0.596,0.534,0.0,0.546,22.8,0.19,0.26,0.0,0.107,0.102,0.21,,,
Magnum Rolle,2010,IND,51,Louisiana Tech,PF,83.0,,235,24.31,"Feb 23, 1986",Bahamas,34.0,30.1,6.6,12.9,0.514,0.0,0.0,0.0,3.3,5.0,0.66,10.0,1.0,2.5,0.9,2.4,3.3,16.5,0.541,0.514,0.0,0.383,24.2,0.24,0.42,0.0,0.101,0.062,0.164,,,
Luke Harangody,2010,BOS,52,Notre Dame,PF,79.75,81.5,240,22.45,"Jan 2, 1988",USA,30.0,33.0,8.9,18.5,0.481,0.9,2.9,0.309,5.1,6.5,0.787,9.9,1.7,0.7,0.5,2.0,2.5,23.8,0.552,0.506,0.16,0.351,34.6,0.34,0.87,0.0,0.162,0.04,0.206,,,
Pape Sy,2010,ATL,53,STB Le Havre (France),SF,79.0,,224,22.2,"Apr 5, 1988",France,30.0,14.2,4.0,7.9,0.505,1.0,2.5,0.414,4.2,5.8,0.71,4.3,3.4,0.2,1.6,3.0,4.7,13.1,0.616,0.57,0.312,0.742,,,1.14,,,,,,,
Willie Warren,2010,LAC,54,Oklahoma,PG/SG,75.75,78.0,208,20.65,"Oct 22, 1989",USA,21.0,32.3,5.6,12.8,0.438,1.6,5.2,0.309,5.4,6.7,0.795,3.7,4.6,0.1,1.1,4.2,2.5,18.2,0.567,0.5,0.401,0.525,28.7,0.97,1.08,0.0,0.083,0.012,0.1,,,
Jeremy Evans,2010,UTA,55,Western Kentucky,PF/SF,81.0,,196,22.64,"Oct 24, 1987",USA,34.0,26.5,5.5,8.4,0.649,0.1,0.5,0.25,2.6,3.7,0.688,9.4,1.0,2.4,1.1,1.4,3.9,13.6,0.668,0.656,0.057,0.441,16.8,0.35,0.69,0.0,0.142,0.071,0.218,,,
Hamady N'Diaye,2010,WAS,56,Rutgers,C,84.0,,235,23.42,"Jan 12, 1987",Senegal,32.0,28.3,4.5,7.8,0.579,0.0,0.0,0.0,2.9,4.8,0.617,9.0,0.6,5.8,0.5,1.9,3.7,12.0,0.594,0.579,0.0,0.609,16.6,0.2,0.3,0.0,0.075,0.057,0.132,,,
Ryan Reid,2010,OKC,57,Florida State,PF,80.0,,235,23.63,"Oct 30, 1986",USA,31.0,22.7,4.2,8.5,0.491,0.0,0.0,0.0,2.4,3.9,0.597,6.3,1.8,0.8,0.9,2.6,2.4,10.7,0.516,0.491,0.0,0.461,18.0,0.56,0.69,0.0,0.04,0.08,0.119,,,
Derrick Caracter,2010,LAL,58,UTEP,PF,81.5,84.25,280,22.12,"May 4, 1988",USA,27.0,26.7,7.4,13.1,0.567,0.2,0.8,0.267,4.0,6.0,0.672,10.9,1.5,1.2,1.3,3.9,4.1,19.0,0.598,0.575,0.057,0.456,27.4,0.33,0.39,0.0,0.089,0.1,0.189,,,
Stanley Robinson,2010,ORL,59,UConn,SF,79.75,84.0,213,21.92,"Jul 14, 1988",USA,34.0,34.2,6.3,12.0,0.525,0.8,2.4,0.342,1.9,3.0,0.629,8.0,1.1,1.3,0.9,2.4,1.6,15.3,0.57,0.559,0.204,0.251,21.5,0.31,0.44,0.0,0.083,0.062,0.144,,,
Dwayne Collins,2010,PHX,60,Miami,PF,80.0,,241,22.18,"Apr 13, 1988",USA,29.0,24.7,6.4,10.7,0.604,0.0,0.0,0.0,4.6,8.0,0.569,11.3,1.7,1.6,0.9,3.6,3.4,17.4,0.602,0.604,0.0,0.755,25.4,0.41,0.48,0.0,0.106,0.078,0.184,,,
Kyrie Irving,2011,CLE,1,Duke,PG,75.5,76.0,191,19.23,"Mar 23, 1992",,11.0,27.5,6.5,12.4,0.529,2.1,4.6,0.462,7.6,8.4,0.901,4.4,5.6,0.7,1.9,3.2,2.7,22.8,0.697,0.615,0.375,0.683,26.4,1.13,1.74,32.5,0.238,0.079,0.317,9.8,5.0,14.8
Derrick Williams,2011,MIN,2,Arizona,PF/SF,80.75,85.5,248,20.06,"May 25, 1991",,38.0,30.0,7.1,12.0,0.595,1.3,2.3,0.568,7.8,10.4,0.746,9.9,1.4,0.8,1.2,3.2,3.3,23.4,0.69,0.65,0.195,0.871,28.9,0.3,0.43,32.8,0.21,0.067,0.277,9.6,2.5,12.1
Enes Kanter,2011,UTA,3,Kentucky,C,83.25,85.5,259,19.07,"May 20, 1992",Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tristan Thompson,2011,CLE,4,Texas,PF,80.75,85.25,227,20.26,"Mar 13, 1991",Canada,36.0,30.7,5.6,10.3,0.546,0.0,0.0,0.0,4.1,8.5,0.487,9.2,1.5,2.8,1.1,2.1,3.3,15.4,0.536,0.546,0.0,0.829,22.4,0.36,0.7,24.2,0.101,0.098,0.199,4.4,4.5,8.9
Jonas Valanciunas,2011,TOR,5,Rytas (Lithuania),C,84.0,,231,19.11,"May 6, 1992",Lithuania,15.0,15.4,7.2,10.1,0.708,0.0,0.0,0.0,3.6,4.1,0.885,13.6,0.5,1.6,0.5,3.3,7.2,17.9,0.743,0.708,0.0,0.4,,,0.14,,,,,,,
Jan Vesely,2011,WAS,6,Partizan Belgrade (Serbia),PF,83.0,,239,21.15,"Apr 24, 1990",Czech Rep.,15.0,27.0,5.2,9.8,0.536,0.9,2.5,0.357,2.1,4.8,0.444,4.8,1.4,1.2,1.7,2.1,4.0,13.5,0.56,0.582,0.255,0.491,,,0.67,,,,,,,
Bismack Biyombo,2011,CHA,7,Fuenlabrada (Spain),C,81.0,,243,18.8,"Aug 28, 1992",DR Congo,14.0,17.1,4.8,8.7,0.552,0.0,0.0,0.0,3.9,7.1,0.553,10.7,0.6,4.8,0.8,3.6,4.2,13.6,0.56,0.552,0.0,0.81,,,0.17,,,,,,,
Brandon Knight,2011,DET,8,Kentucky,PG/SG,75.25,78.75,177,19.54,"Dec 2, 1991",,38.0,35.9,5.7,13.5,0.423,2.3,6.1,0.377,3.6,4.5,0.795,4.0,4.2,0.2,0.7,3.2,2.2,17.4,0.553,0.508,0.45,0.333,27.0,0.87,1.32,19.3,0.106,0.053,0.156,4.5,0.9,5.5
Kemba Walker,2011,CHA,9,UConn,PG,73.0,75.5,184,21.11,"May 8, 1990",,41.0,37.6,7.4,17.2,0.428,1.7,5.3,0.33,6.0,7.3,0.819,5.2,4.3,0.2,1.8,2.2,1.3,22.5,0.543,0.478,0.307,0.426,32.4,0.86,1.98,29.9,0.189,0.062,0.251,9.2,3.9,13.1
Jimmer Fredette,2011,SAC,10,BYU,PG/SG,74.5,76.5,196,22.3,"Feb 25, 1989",,37.0,35.8,9.4,20.8,0.452,3.4,8.5,0.396,6.9,7.7,0.894,3.5,4.4,0.0,1.3,3.6,1.3,29.1,0.594,0.533,0.409,0.369,37.8,0.76,1.22,30.9,0.2,0.057,0.257,10.0,0.8,10.8
Klay Thompson,2011,GS,11,Washington State,SG/SF,79.25,81.0,206,21.35,"Feb 8, 1990",,34.0,34.7,7.3,16.8,0.436,3.0,7.5,0.398,4.7,5.6,0.838,5.4,3.9,1.0,1.7,3.5,3.0,22.4,0.574,0.525,0.446,0.336,32.8,0.76,1.1,26.1,0.126,0.075,0.197,6.8,3.0,9.8
Alec Burks,2011,UTA,12,Colorado,SG,78.0,82.0,193,19.91,"Jul 20, 1991",,38.0,31.4,7.6,16.1,0.469,0.8,2.9,0.292,7.5,9.1,0.825,7.5,3.4,0.4,1.2,3.0,2.7,23.5,0.574,0.495,0.179,0.564,32.3,0.61,1.13,29.4,0.188,0.034,0.221,8.0,0.0,8.1
Markieff Morris,2011,PHX,13,Kansas,PF,81.25,82.75,241,21.79,"Sep 2, 1989",,38.0,24.4,7.6,12.9,0.589,1.0,2.3,0.424,4.0,5.9,0.673,12.3,2.1,1.7,1.2,3.0,4.2,20.1,0.642,0.627,0.178,0.462,25.5,0.43,0.68,29.1,0.156,0.104,0.259,6.7,3.6,10.3
Marcus Morris,2011,HOU,14,Kansas,PF/SF,80.75,82.0,230,21.79,"Sep 2, 1989",,38.0,28.3,8.0,14.1,0.57,0.9,2.5,0.342,5.0,7.2,0.688,9.7,2.1,0.8,1.1,2.2,3.2,21.9,0.625,0.601,0.181,0.511,26.9,0.42,0.93,29.3,0.182,0.086,0.268,8.0,2.9,10.9
Kawhi Leonard,2011,SA,15,San Diego State,SF,79.0,87.0,227,19.96,"Jun 29, 1991",,36.0,32.6,6.5,14.6,0.444,0.8,2.6,0.291,3.4,4.5,0.759,11.7,2.8,0.6,1.6,2.3,2.7,17.1,0.512,0.471,0.181,0.305,27.6,0.58,1.2,26.5,0.123,0.109,0.232,5.3,3.9,9.2
Nikola Vučević,2011,PHI,16,USC,C,83.75,88.5,260,20.64,"Oct 24, 1990",Montenegro,34.0,34.9,6.5,12.9,0.505,0.9,2.5,0.349,3.7,4.9,0.755,10.6,1.6,1.4,0.5,1.8,2.9,17.7,0.578,0.539,0.195,0.383,25.5,0.43,0.93,27.1,0.142,0.081,0.222,6.7,2.8,9.4
Iman Shumpert,2011,NY,17,Georgia Tech,SG,77.5,81.5,222,20.97,"Jun 26, 1990",,31.0,32.0,6.4,15.8,0.406,1.5,5.5,0.278,5.1,6.4,0.806,6.6,3.9,0.2,3.1,2.6,3.1,19.5,0.517,0.454,0.346,0.401,29.1,0.88,1.5,25.4,0.113,0.085,0.198,5.4,4.2,9.6
Chris Singleton,2011,WAS,18,Florida State,SF,81.0,85.0,230,21.57,"Nov 21, 1989",,28.0,29.1,5.5,12.6,0.434,1.5,4.2,0.368,3.7,5.6,0.667,8.4,1.5,1.8,2.4,2.7,4.0,16.2,0.531,0.495,0.332,0.441,24.5,0.36,0.54,21.9,0.074,0.118,0.192,3.3,5.6,9.0
Tobias Harris,2011,MIL,19,Tennessee,SF,79.75,83.0,223,18.92,"Jul 15, 1992",,34.0,29.2,6.7,14.6,0.46,0.8,2.8,0.303,4.6,6.2,0.753,9.0,1.6,1.1,0.9,2.2,2.5,18.9,0.54,0.489,0.189,0.423,27.2,0.38,0.71,23.8,0.117,0.06,0.177,5.5,1.8,7.3
Donatas Motiejunas,2011,HOU,20,Benetton Treviso (Italy),PF,84.0,,222,20.74,"Sep 20, 1990",Lithuania,46.0,26.3,6.0,11.9,0.499,0.7,2.0,0.328,4.3,6.2,0.686,6.6,1.3,0.7,1.5,2.8,3.7,16.8,0.565,0.526,0.167,0.524,,,0.46,,,,,,,
Nolan Smith,2011,POR,21,Duke,PG,75.5,77.5,188,22.89,"Jul 25, 1988",,37.0,34.0,7.4,16.2,0.458,1.6,4.7,0.35,5.3,6.6,0.813,4.7,5.4,0.1,1.3,3.4,2.1,21.8,0.564,0.508,0.287,0.405,30.7,0.99,1.6,25.7,0.162,0.073,0.235,7.5,2.3,9.9
Kenneth Faried,2011,DEN,22,Morehead State,PF,79.5,84.0,225,21.57,"Nov 19, 1989",,35.0,34.7,6.9,11.1,0.623,0.0,0.0,0.0,4.1,7.1,0.577,15.0,1.1,2.4,2.0,2.7,3.2,17.9,0.619,0.623,0.0,0.644,24.5,0.3,0.4,34.7,0.155,0.118,0.273,6.2,2.3,8.5
Nikola Mirotić,2011,CHI,23,Real Madrid (Spain),PF,82.0,,220,20.34,"Feb 11, 1991",Spain,49.0,16.3,6.1,11.7,0.517,1.4,3.5,0.403,3.0,3.4,0.868,7.9,1.3,0.9,1.3,1.9,3.1,16.5,0.618,0.577,0.295,0.291,,,0.67,,,,,,,
Reggie Jackson,2011,OKC,24,Boston College,PG,75.0,,208,21.17,"Apr 16, 1990",,34.0,34.1,6.8,13.5,0.503,2.2,5.2,0.42,3.4,4.2,0.796,4.5,4.7,0.6,1.1,2.5,1.8,19.2,0.618,0.585,0.389,0.315,27.2,1.09,1.88,26.9,0.172,0.021,0.193,8.9,0.9,9.8
MarShon Brooks,2011,BKN,25,Providence,SG,77.25,85.0,195,22.39,"Jan 26, 1989",,32.0,36.5,8.5,17.6,0.483,2.1,6.1,0.34,5.2,6.8,0.772,6.9,2.5,1.2,1.5,3.0,2.5,24.3,0.584,0.542,0.345,0.384,30.6,0.52,0.82,28.8,0.164,0.041,0.202,8.8,1.5,10.3
Jordan Hamilton,2011,DEN,26,Texas,SF/SG,80.5,81.5,228,20.69,"Oct 6, 1990",,36.0,32.2,7.5,17.1,0.44,2.8,7.3,0.385,3.0,3.8,0.779,8.6,2.4,0.7,1.0,2.4,2.0,20.8,0.55,0.522,0.424,0.221,29.1,0.5,0.99,25.6,0.138,0.093,0.231,8.3,3.1,11.4
JaJuan Johnson,2011,BOS,27,Purdue,PF,82.0,86.0,220,22.35,"Feb 8, 1989",,34.0,35.4,7.7,15.6,0.494,0.4,1.5,0.294,5.1,6.3,0.809,8.7,1.0,2.4,0.9,1.7,1.6,20.9,0.564,0.509,0.098,0.402,29.1,0.22,0.59,28.8,0.143,0.096,0.239,7.0,3.5,10.5
Norris Cole,2011,MIA,28,Cleveland State,PG,73.75,74.25,174,22.67,"Oct 13, 1988",,36.0,35.7,7.0,16.0,0.439,1.4,4.2,0.342,6.4,7.5,0.853,5.9,5.4,0.1,2.2,2.7,2.4,21.9,0.558,0.483,0.26,0.465,32.1,1.15,1.97,30.0,0.174,0.084,0.258,6.7,3.5,10.2
Cory Joseph,2011,SA,29,Texas,PG,75.25,77.5,186,19.82,"Aug 20, 1991",,36.0,32.4,4.2,9.9,0.422,1.6,3.9,0.413,1.6,2.3,0.699,4.0,3.4,0.3,1.1,1.7,2.0,11.6,0.526,0.503,0.391,0.227,17.3,1.0,2.02,15.1,0.075,0.075,0.151,2.7,3.8,6.5
Jimmy Butler,2011,CHI,30,Marquette,SF/SG,79.75,79.5,222,21.75,"Sep 14, 1989",,37.0,34.6,5.3,10.7,0.49,0.6,1.6,0.345,5.3,6.7,0.783,6.3,2.4,0.4,1.5,1.5,1.4,16.3,0.587,0.516,0.152,0.628,21.3,0.62,1.59,24.0,0.15,0.047,0.197,7.2,2.2,9.4
Bojan Bogdanović,2011,BKN,31,Cibona Zagreb (Croatia),SF,79.0,,195,22.16,"Apr 18, 1989",Croatia,10.0,35.5,6.3,15.3,0.411,1.7,5.6,0.309,4.0,5.2,0.765,3.5,1.8,0.2,1.7,3.3,2.1,18.3,0.514,0.467,0.364,0.338,,,0.55,,,,,,,
Justin Harper,2011,ORL,32,Richmond,PF,80.75,83.75,228,21.79,"Aug 30, 1989",,37.0,31.8,7.5,14.0,0.534,2.4,5.3,0.448,2.9,3.6,0.797,7.8,1.3,1.4,0.7,1.7,2.5,20.2,0.642,0.618,0.375,0.257,26.8,0.33,0.77,29.0,0.163,0.078,0.241,8.2,1.5,9.7
Kyle Singler,2011,DET,33,Duke,SF,80.5,82.0,228,23.12,"May 4, 1988",,37.0,34.8,6.1,14.2,0.43,1.7,5.4,0.321,3.5,4.3,0.806,7.1,1.7,0.3,1.0,2.0,2.7,17.5,0.536,0.491,0.379,0.305,24.7,0.36,0.86,20.0,0.115,0.078,0.19,4.6,1.8,6.4
Shelvin Mack,2011,WAS,34,Butler,PG,74.5,79.5,209,21.15,"Apr 22, 1990",,38.0,32.1,5.9,14.6,0.408,2.6,7.3,0.354,3.5,4.6,0.769,5.0,3.9,0.1,0.9,2.7,1.9,18.0,0.537,0.496,0.499,0.316,28.6,0.87,1.41,21.0,0.108,0.053,0.164,5.6,1.0,6.6
Tyler Honeycutt,2011,SAC,35,UCLA,SF,80.25,81.0,187,20.92,"Jul 15, 1990",,33.0,35.0,4.5,11.1,0.406,1.7,4.7,0.362,2.4,3.3,0.736,7.4,2.9,2.1,0.9,3.1,1.6,13.1,0.519,0.483,0.428,0.299,22.3,0.75,0.93,17.4,0.042,0.073,0.114,3.6,3.5,7.1
Jordan Williams,2011,BKN,36,Maryland,PF,81.0,84.25,247,20.68,"Oct 11, 1990",,33.0,32.5,7.1,13.3,0.538,0.0,0.0,0.0,4.4,7.6,0.575,13.0,0.7,1.5,0.8,1.8,2.7,18.7,0.552,0.538,0.0,0.576,24.5,0.16,0.4,25.2,0.116,0.097,0.212,4.3,2.0,6.3
Trey Thompkins,2011,LAC,37,Georgia,PF,81.75,85.0,239,21.05,"May 29, 1990",,30.0,31.2,7.5,15.5,0.481,0.9,2.8,0.311,3.2,4.6,0.689,8.8,1.6,1.9,1.3,2.9,2.6,18.9,0.536,0.51,0.184,0.295,29.9,0.37,0.55,24.2,0.081,0.085,0.162,3.9,2.9,6.8
